channel_id	description
UCsZXuHKonP9utl5q2hFCkgA	Studio C is the Internet's favorite sketch comedy show! New videos are uploaded every Tuesday and Friday to our YouTube channel, so be sure to subscribe! You can also watch full episodes of the show at www.byutv.org/studioc, the FREE BYUtv App, or on BYUtv every Monday at 7 ET/4 PT.
UC_976xMxPgzIa290Hqtk-9g	The Official Channel for Disney Animation.
UCEY1ejsweY4DgMwOVJeEaBA	Welcome to the official YouTube channel for The X Factor in the UK. For more exclusive backstage clips and all the juicy gossip on The X Factor visit itv.com/xfactor, stv.tv/xfactor.
UCUtZaxDF3hD5VK4xRYFBePQ	"Welcome to the OFFICIAL home of Britain's Got Talent on YouTube.

Watch your favourite highlights from the current or previous series of Britain's Got Talent, and make sure you subscribe so you don't miss a thing."
UCT2X19JJaJGUN7mrYuImANQ	"America’s Got Talent,"" NBC’s No. 1 summer show, returns in May with fresh new faces and familiar favorites, along with the excitement, thrills and feel-good performances that viewers have come to love each season. Creator and Executive Producer Simon Cowell is back at the star-studded judges' table with fan-favorite comedian Howie Mandel. Acclaimed actress and international superstar Sofia Vergara joins as a new judge this season alongside returning judge and global fashion icon Heidi Klum.  The dynamic Terry Crews returns as host. With the show open to acts of all ages, ""America's Got Talent"" continues to celebrate the variety format like no other show on television. Year after year, ""America's Got Talent"" features an impressive array of singers, dancers, comedians, contortionists, impressionists, magicians, ventriloquists and hopeful stars, all vying to win America's hearts and a $1 million prize.

AGT is available now on Peacock"
UC5OrDvL9DscpcAstz7JnQGA	The Official YouTube Channel of The King of Pop - Michael Jackson. For more info, visit www.michaeljackson.com
UCe52oeb7Xv_KaJsEzcKXJJg	"Welcome to the official YouTube page of MBC, MBC Kpop
Enjoy ""Show! Music Core"" the hottest K-pop program and the essence of live music on ""The Masked Singer"". Subscribe and stay tuned for the latest updates!"
UCsT0YIqwnpJCM-mx7-gSA4Q	"TEDx is an international community that organizes TED-style events anywhere and everywhere -- celebrating locally-driven ideas and elevating them to a global stage. TEDx events are produced independently of TED conferences, each event curates speakers on their own, but based on TED's format and rules.

TED's videos may be used for non-commercial purposes under a Creative Commons License, Attribution–Non Commercial–No Derivatives (or the CC BY – NC – ND 4.0 International) and in accordance with our TED Talks Usage Policy (https://www.ted.com/about/our-organization/our-policies-terms/ted-talks-usage-policy). 

For more information on using TED for commercial purposes (e.g. employee learning, in a film or online course), please submit a Media Request here: https://media-requests.ted.com."
UCtCRIhWVXiQDEp22k8z98-g	"The Official YouTube Channel for The X Factor (USA)

The X Factor UK is back with The X Factor: The Band! Don't miss the exciting new season, now streaming on Hulu in the US. #UKintheUSA"
UCepUWUpH45hRTi-QePdq1Bg	"Official Channel of World's #1 Music Channel ""Mnet"" 

ⓒCJ ENM. Corp ALL RIGHTS RESERVED

■Mnet K-POP YouTube Channel: https://www.youtube.com/Mnet
■Mnet Official Facebook: https://www.facebook.com/MnetOfficial"
UCEUf_uUDUfJJ3XfgwOxm-0A	"Fala galera do YouTube!
Nós somos a Cia. Daniel Saboya, maior canal de dança do mundo!

Nosso objetivo é sempre levar até vocês as coreografias das músicas mais bombadas do momento.

Conecte-se com a Cia. Daniel Saboya:
https://www.facebook.com/ciadanielsaboyaoficial
http://instagram.com/ciadanielsaboya
http://instagram.com/danielsaboya
http://instagram.com/izabelaleitelima
http://instagram.com/rosanamariamarquez

Valeu, galera!"
UCceJ8V7dmVGZDuHgXkqljpw	"Х-фактор - самое популярное вокальное талант-шоу мира! 

Кастинги проекта проходят в крупных городах Украины, где среди огромного количества участников, судьи выбирают 100 претендентов, которые продолжают борьбу в следующих турах. Тех, кто успешно проходит все непростые испытания, ждет заключительный отборочный этап, где они пытаются доказать, что достойны звания лучшего исполнителя страны.

Позади уже 9 сезонов и среди выпускников шоу Х-факор такие знаменитости как KAZKA, MARUV, Yurkesh, VILNA, Клей Угрюмого, The Hypnotunez, MELOVIN, Сюзанна, MONATIK, Без обмежень, Mountain Breeze, DETACH и многие другие.
В десятом, юбилейном, сезоне нас ждёт обновлённый состав жюри (к NK и Андрею Данилко присоединятся Оля Полякова и итальянский тенор Алессандро Сафина), а на смену Андрею Беднякову придёт звезда телеканала СТБ Даша Трегубова.
Уже этой осенью станет известно, кто станет новой звездой украинского шоу-бизнеса и будет зажигать на главных сценах страны!"
UCS_hnpJLQTvBkqALgapi_4g	"'스브스케이팝/SBSKPOP'은 기존의  Inkigayo인기가요 채널의 확장 버전으로 새롭게 태어난 SBS 공식 디지털 KPOP채널입니다.
기존의 인기가요 영상 클립들은 물론, SBS Super concert 등 국내외 케이팝 이벤트의 공식 영상,직캠,미공개 독점 스페셜 영상,
그리고 '스브스케이팝/SBSKPOP'이 직접 제작한 참신하고 재밌는 ORIGINAL 콘텐츠등을 해외 뿐 아니라 국내 팬들에게도 제공하려 합니다. 
그동안 함께 해주신 Inkigayo구독자분들 그리고 새롭게 앞으로 함께 해주실 구독자분들의 많은 사랑을 바랍니다
You can check out all the special clips and official fancams of super concerts and Inkigayo as well as the clips of kpop stars at the '스브스케이팝/SBSKPOP' channel right now.
SBS 인기가요[Inkigayo] is a k-pop tv program broadcast by SBS. 
It airs live every Sunday at 3:50 PM KST. 
The show features some of the latest and most popular artists who perform on stage."
UCeLPm9yH_a_QH8n6445G-Ow	"[KBS 한국방송] 음악 전문 채널, KBS kpop 입니다.
[KBS Korean Broadcasting System] Official Music Channel, KBS kpop."
UCl_AQeO6ynSDRSjclc1e16Q	"Sejam bem-vindos a FitDance, o programa de aulas de dança que mais cresce no mundo! 
Acompanhe os lançamentos de coreografias oficiais, além de outros conteúdos que vão agitar sua festa, casa ou academia!
A FitDance é a empresa que torna a vida mais feliz por meio da dança. 
Inscreva-se e ative as notificações.

———————————————————————

¡Bienvenido a FitDance, el programa de clases de baile de más rápido crecimiento en el mundo!
¡Aquí encontrarás lanzamientos de coreografías oficiales, así como otros contenidos que harán vibrar tu fiesta, tu casa o tu gimnasio!
FitDance es la compañía que hace la vida más feliz a través del baile.
Suscríbase y habilite las notificaciones.

——————————————————————

Welcome to FitDance, the fastest growing dance class program in the world!
Here you will find releases of official choreographies, as well as other content that will rock your party, home or gym!
FitDance is the company that makes life happier through dance.
Subscribe and enable notifications."
UCpr5mSSUbIQU816dNjaDdyg	"This is the Official YouTube Channel of Indonesian Idol


SUBSCRIBE NOW for the new updates about the show!
_______________________________________________________________________________________________________________________________________________
Connect with us : 

Indonesian Idol
Subscribe    : http://www.youtube.com/IndonesianIdol 
Facebook    : http://www.facebook.com/indonesianidolofficial
Twitter         : http://twitter.com/IndonesianIdol

Idol Junior
Official site  : http://indonesianidol.com
Instagram    : http://instagram.com/IndonesianIdolid"
UCsaKxIA9snv1Wrh_sw1DFvg	"The Voice Kids ist Deutschlands erfolgreichste Talentshow für 8- bis 14jährige. Bei The Voice Kids zählt allein die Stimme der Talente und die Coaches drehen sich nur um, wenn ihnen die Stimme der Talente gefällt und sie diese Talente in ihrem Team haben möchten.

Alle Videos, Bilder und News zu The Voice Kids findest du auf: http://www.sat1.de/tv/the-voice-kids

Impressum:
http://www.studio71.com/de/impressum/"
UCnoYhOtV0IXZ6lv2R-ZnB_Q	"毎週水曜 19:00～ (約30分)
ハロー！プロジェクトアーティストのライブ映像やスペシャル企画などを公開するチャンネルです。"
UC8xib1EjaAbsstncxXSUNZg	"If you're looking for the world's sickest moves, you've found them. With global dance competitions spanning 25 countries, partnerships with the industry’s hottest dancers, and a passionate community of fans and artists, World of Dance is the leading authority on dance culture and lifestyle. What’s more, we’re helping expand the power of creative expression beyond what happens on stage. Whether you’re a dancer, designer, artist, or musician, World of Dance is shining a spotlight on your unique, awesome self. Check out our videos, showcase your talent, and join the movement!

For collaborations and business inquiries, please visit worldofdance.com."
UC_6zPf4uuteHFFctnQtEaXQ	"Arirang TV/Radio is a public service agency that spreads the uniqueness of Korea to the world through cutting-edge broadcasting mediums. Arirang TV/Radio is dedicated to the development of broadcasting, media, and the advertising industry, along with the advancement of culture and art. 


아리랑국제방송은 한국을 대표하는 글로벌 방송으로서 전 세계를 대상으로 TV와 Radio를 통해 한국에 대한 국제 사회의 올바른 이해 증진과 지구촌을 더욱 가깝게 만드는 일에 힘쓰고 있습니다. 세계 여러 나라들과의 다양한 프로그램과 문화 교류를 통해 다른 문화를 이해하면서 우리의 모토인 ""Korea for the World, the World for Korea""를 실현해 나가겠습니다.

www.arirang.com"
UCe6_HAIg7aiCP3BQ6vFJV4Q	STEP UP REVOLUTION,  sizzling onto screens in 3D on July 27, is the next film in the most successful dance franchise in the world, with nearly $600 million in global box office.  Set against the vibrant backdrop of sunny Miami, a crew of dancers band together to stage elaborate flash mobs in order to protect their neighborhood and fight for a greater cause.  Produced by Adam Shankman (director of HAIRSPRAY, ROCK OF AGES) and Jon M. Chu (director of JUSTIN BIEBER: NEVER SAY NEVER, G.I. JOE: RETALIATION), STEP UP REVOLUTION features all-new music and  the most spectacular, stunt-defying and largest variety of dancing yet.
UCBINFWq52ShSgUFEoynfSwg	POPSUGAR Fitness offers fresh fitness tutorials, workouts, and exercises that will help you on your road to healthy living, weight loss, and stress relief.  Check out Class FitSugar, our do-it-along-with-us real-time workout show hosted by Anna Renderer who will inspire you to sweat alongside fitness experts and Hollywood’s hottest celebrity trainers. Class FitSugar regularly covers the most buzzed-about workout classes and trends, including the Victoria's Secret workout, Tabata, P90X, Bar Method, and more.
UCuVHOs0H5hvAHGr8O4yIBNQ	"It's Niki and Gabi! Aka the opposite twins:)
We're twins, but we're polar opposite in our looks, fashion, and personalities. Even though we're ""twins,"" we're our own individuals, which is why we titled our debut EP ""INDIVIDUAL"" available for purchase, download & streaming now! 
Join the fam & SUBSCRIBE! Turn on ALL notifications hehe (press the bell!!)

Want to see our daily lives / follow us separately?!
Subscribe to our Vlog Channels!
https://www.youtube.com/user/nikidemar
https://www.youtube.com/channel/UCLGe0PxyRFWmXVGJKq_gGvw

FOLLOW US!

Twitter
niki: http://www.twitter.com/nikidemar
gabi: http://www.twitter.com/gaboobie

Instagram
niki: http://instagram.com/niki
gabi: http://instagram.com/gabi


Other channel
-features our own original films, covers, + sketches-
http://www.youtube.com/00RemakeGirls"
UCgWfS_47YPVbKx5EK4FLm4A	"Business Inquiries: jenn@rare.global

I'm Jenn Im. Korean American. Born and raised in LA. Clothes Encounters is a vlog of style musings, tutorials and lifestyle advice."
UCooQN8b9yPeNQgUFa9S5xew	"Hi!

My name is Sam and i'm a London based content creator who is pretty obsessed with Fashion styling & the world of beauty. Wait. Thats not all!
I'm also a mum of one, a dabbler in fitness, cooking, interior design, travelling and I'm an avid Cinephile (I bloody love films).

This is where I throw all of those interests into my own little (big) collection of video content, which I rather hope you'll enjoy.
If you'd like to find me in other net-territories then just click the links below. 

Come join the gang :)"
UCbAwSkqJ1W_Eg7wr3cp5BUA	"Double, double toil and trouble!

Team Saf:
Safiya Nygaard
Tyler Williams
Mai Linh Nguyen"
UCrKdCadbo4eN_toHMa4-FSA	"One Girl's Thoughts on All Things Beauty.

SUBSCRIBE (its FREE) For Makeup Tutorials, Hauls, Fashion Tips, and MUCH MORE!"
UCJqcphJAnsD5YDXcRFzTsOw	"We love hair! So we create easy and cute everyday hairstyles and also glamorous hair tutorials inspired by celebrities. Braids, buns, updos, waves, curls and any other hairstyle can be found on Luxy Hair, as well as hair advice and much more!

Visit our website to learn more about Luxy Hair extensions: https://www.luxyhair.com/

Follow us on Instagram: @luxyhair and @luxyhairlove
Follow us on Snapchat: luxyhairlove"
UC5RvmSFOO3NvKTEoIhp0kjg	"Chaîne mode, beauté, bien être tenue par Caroline.
Française vivant à Valencia en Espagne!

Ma boutique en ligne: https://www.ivylista.com/

Chaîne de vlog: http://bit.ly/chainevlog

Blog: http://beauteactive.com
Facebook: @beauteactive
Twitter: @beauteactive
Instagram: @beauteactive
Snapchat: @beaute-active

______________________________

Contact professionnel: contact@beauteactive.com"
UCC-ygwC3ZfSRhIcao8a2zyQ	"Men's hair tutorials. Latest trends, from Undercuts to platinum blond hairstyles. 

Our goal is to inspire the modern man to express himself through style & perfect hair. We simply want you to look your best every day. All hairdressers featured on Slikhaar TV are well educated and all products used on the channel are professional haircare products.

Follow, like, share and more:
- Instagram: @slikhaartv
- Facebook: https://www.facebook.com/SlikhaarTVGroup
- Snapchat: SlikhaarTV
- Twitter: SlikhaarTV
- Blog: https://slikhaarshop.com/news/
- Newsletter: https://mailchi.mp/slikhaar/v4xcqjwyge

Slikhaar TV is founded by the twin brothers Emil & Rasmus. Every week we give you new hairstyle inspiration: Tutorials, How To videos, celebrity and footballer hairstyles and professional tips to optimize your hair and overall style. Stay tuned & remember to tell us what you want to see next!"
UCRXiA3h1no_PFkb1JCP0yMA	Vogue places fashion in the context of culture and the world we live in—how we dress, live and socialize; what we eat, listen to and watch; who leads and inspires us. Vogue immerses itself in fashion, always leading readers to what will happen next. Thought-provoking, relevant and always influential, Vogue defines the culture of fashion.
UCclHSnngVTZK7LEOQAzcg1w	"Designer, visionary, artist, Gabrielle 'Coco' Chanel reinvented fashion by transcending its conventions, creating an uncomplicated luxury that changed women's lives forever. She followed no rules, epitomizing the very modern values of freedom, passion and feminine elegance.

""Fashion passes, style remains...""
This simple statement captures the essence of her revolutionary contribution to culture. CHANEL continues, after almost a century, to inspire women of all ages all over the world with its timeless modernity.
    
From the little black dress to the tweed suit, the quilted handbag to the two-tone shoe and camellia brooch, the perfect red lipstick and the world's best-selling fragrance N°5, the list of CHANEL's innovations is unparalleled.
CHANEL has continued this glorious heritage of creation, playing fearlessly with Coco's radical legacy, offering a vision for the future of the House that is as memorable as its past."
UCPVGUnnNyf_FWLE0cLmphEA	Canal de belleza donde encontrarás el paso a paso de peinados de todo tipo y para cualquier ocasión: recogidos, semirecogidos, trenzas, moños, coletas, DIY, complementos para el cabello, etc. La idea es hazlo tu misma de una manera fácil y rápida.
UCtm8vkLl55Nzt6WmC3MJvdA	
UCCkpbiw1lI9CGIkgWEj5NQg	"Je fais des DIY et de la déco !
Peut-être d'autres choses aussi parfois, je ne me contrôle pas. Vraiment navrée.
"
UC-RX7Rb0D8xmWGWIwL8kvmQ	"New videos twice a week including beauty, tutorials, get ready with me's, how to & hacks, what I eat in a day, health, fashion lookbooks & hauls, travel vlogs & so much more! Basically lifestyle :)  

Hope you enjoy! 
xoxo Amelia Liana


contact email: amelia@amelialiana.com

www.amelialiana.com"
UC1m2OH1PpWcpnPKyFSXRmQA	"No hay mejor cosa que un dia soleado y unas bonitas flores!
Me encanta el maquillaje, la moda, ver videos graciosos, la cocina, mis bebes,  Jacob y Youtube me tiene loca!  

Espero que un poquito de este canal os alegre el día!

Negocios/Media/Prensa
happysunnyflowers@gmail.com"
UCeRF3k69cJnxB87lwk9KbrA	"Hair tutorials for medium and long hair. Cute and easy hairstyles, makeup, beauty and fashion tips. New videos every week!

~~~~~~~~~~~~~~~~~~~~~~~~~~

I've created this channel to share my experience in hair and beauty  with all ladies who want to achieve a salon-like look at home saving both time and money :)   

Working as a model - firstly in Milan and now in Paris - I have an opportunity to learn many beauty tips and tricks from the top international stylists, so stay tuned for the latest trends!  

Feel free to write me and comment in 
- English
- Italiano
- Francais 
- Polski
- Русский

Support my work on Patreon: https://www.patreon.com/lilithmoon

Business inquiries only:  contact@lilithmoonstyle.com"
UCctjAAIUSW3DRS-5Phh_hgQ	"Hairstyles for every day! I love hair and I want everyone else to love their hair too. Come by for some quick tutorials, character recreations, and just general lifestyle and beauty! 

Mailing Address:
Kayley Melissa
4441-106 Six Forks Rd #165
Raleigh, NC 27609

**Instagram: KayleyMelissa

**Pinterest: http://pinterest.com/kayleymelissa

**Facebook: http://www.facebook.com/kayleymelissa

**Twitter: http://twitter.com/kayleymelissa"
UCX_GnBGo2Fjt5YRI4EUbvwQ	"Hi, I'm Vivian (:
Just posting fashion, beauty, or any other videos I can to hopefully help all you guys (: Feel free to comment, like, and subscribe for more videos. I always read the comments to give me ideas for videos so tell me what you all want and like!

For business inquiries, please contact vivian@mattermediagroup.com
Follow me on: 
Instagram @viviannn_v
Twitter: @viviannnv
Ask: ask.fm/viviannnv

------------------------------------------
 ▸ ▹ ► ▻ ◄ ▿ Ⓥ ◃ ◅▸ ▿ ▿ ►"
UCDl9AK32Xzr_2UOxjt03f6w	"Camila Coelho

Hello ladies, 
This is my ""English"" channel.

New Videos uploaded every Monday!!

Thanks for Subscribing =)

xoxo
Camila

Business Contact please email Icaro at equipesupervaidosa@live.com"
UC5N5jACt1Si7YPdy-_2AUag	"Et si on partageait des bon plans beauté, mode, lifestyle, des rigolades, et des moments de vie? :-)

Tellement heureuse de partager cette aventure unique avec mes abonnés, la mifa 🖤🌸  Love you!

_____

Pour tout contact professionnel (uniquement SVP, je ne réponds qu'AUX EMAILS PROFESSIONNELS!!) : lufymakesyouup@hotmail.fr


Je n'ai aucun vécu professionnel dans l'esthétique, je partage juste en vidéos quelque chose que j'aime."
UCIJwWYOfsCfz6PjxbONYXSg	"Hey guys! My name is Cassey Ho, I am a certified Pilates and Fitness Instructor.

Welcome to my channel! I am excited that you are here and I am thrilled for you to start your fitness journey!

This channel is 100% focused on you. That's how it should be, right? I want to see you accomplish your health and fitness goals so you can not only look amazing, but also FEEL amazing. How are we going to do that? By helping you find the JOY in fitness!

Make sure to hit that subscribe button because let me tell you, you need an accountability partner on your journey and I want to be there for you helping remind you that you can do it!

Are you ready to get started? Let's go!!!

Send me letters and other goodies to: 

Cassey Ho
16350 Ventura Blvd Ste D #334
Encino, CA 91436  

Fan mail: blogilates@blogilates.com"
UCFKE7WVJfvaHW5q283SxchA	"WELCOME to Yoga With Adriene! Our mission is to connect as many people as possible through high-quality free yoga videos. 

We welcome all levels, all bodies, all genders, all souls! 

Browse our library of free yoga videos to find a practice that suits your mood or start a journey toward healing. 

If you're brand-new to yoga, check out my Yoga For Beginners and Foundations of Yoga series. These are designed to give you the tools to build a happy, healthy at home yoga practice. If you're ready to work up a sweat, try the Yoga for Weight Loss or Total Body Yoga playlists. 

Calm and relieve a tired mind and body. Create space. Tone and trim. Cultivate self-love. Contemplate. Reflect. 

Make time for you. Go deeper, have fun. Connect. Fall off the horse and then get back on. Reconnect. 

Do your best, be authentic and FIND WHAT FEELS GOOD.

I got your back and this community rocks. 

Jump on in! You don't even have to leave your house. 


Love, 
Adriene"
UCiP6wD_tYlYLYh3agzbByWQ	"600 free full length workout videos & counting! Subscribe to never miss a new workout. Track your workouts and progress with our free customizable online workout calendar @ www.FitnessBlender.com 

Need help putting together a smart workout plan? We also offer incredibly effective home workout programs @ https://www.fitnessblender.com/plans

Everything you see on this YouTube Channel is created by two people, a husband and wife team; Daniel & Kelli. We believe that smart workouts and healthy whole foods can improve your health, quality of life, and body. Our priority is in sharing unbiased workout, nutrition, and health information. Thank you for working out with us!

Have a workout request? Questions? Talk to us. We want to hear from you & we listen."
UCtcQ6TPwXAYgZ1Mcl3M1vng	"CrossFit® is the principal strength and conditioning program for many police academies and tactical operations teams, military special operations units, champion martial artists, and hundreds of other elite and professional athletes worldwide.

Our program delivers a fitness that is, by design, broad, general, and inclusive. Our specialty is not specializing. Combat, survival, many sports, and life reward this kind of fitness and, on average, punish the specialist.

The CrossFit® program is designed for universal scalability making it the perfect application for any committed individual regardless of experience. We've used our same routines for elderly individuals with heart disease and cage fighters one month out from televised bouts. We scale load and intensity; we don't change programs."
UCbVNBFaRkgL-6kg92q1fsYw	"TurboSteps
Fitness channel
www.Turbosteps.com
www.facebook.com/Turbofausto

Los videos, mis clases de aerobicos presenciales y todas las actividades ludico  recreativas que yo realizo y comparto con todos ustedes son GRATUITAS No cuento con patrocinio de ninguna entidad ni publica ni privada."
UCfwP2H1CDJvssk6g2pm8EgA	En el canal de Gym Virtual encontrarás rutinas de ejercicio para trabajar todo el cuerpo sin necesidad de salir de casa ni de utilizar ningún tipo de material. Además, encontraréis consejos sobre salud, alimentación y deporte, y recetas sanas y fáciles para hacer en casa.
UC1XHNZDn3btv7454Pkz7THg	"Welcome to Scooby's Adventure Travel channel where adventure, fitness and travel all meet. Adventure to me is sleeping in a bamboo hut on stilts without any running water or electricity.  Adventure travel to me is biking on a 6″ wide levy between two disgusting fish ponds in Vietnam knowing that if I lose my balance, its all over.  Adventure to me is hiking hut to hut in the breathtaking Swiss Alps.  Adventure to me is waking up in the morning in the Amazon only then realizing that my room is missing one entire wall that is open to the jungle.  Exercise is a huge part of my travel adventure.  Not only as a method of locomotion but as a way to really get a feel for the country.  Many might consider going to a gym on vacation a “waste of time”, but to me, not only is a just a part of my lifestyle but its a way to meet locals.

https://scoobysworkshop.com/scoobys-last-video/
https://scoobysworkshop.com/scoobys-adventure-travel/
https://scoobysworkshop.com/contact-scooby/"
UCD0nBMLdq_KbIK9u-mzpNkA	"Get high-quality workouts & re-shape your body from head to toe with BeFit! Transform yourself with top fitness trainers like Denise Austin, Jane Fonda, Billy Blanks Jr., Scott Herman, Keaira LaShae and more. Take these result driven workouts with you anywhere to slim your waistline, challenge the abs & tone your arms, legs, chest, shoulders and booty with some of the best in the business. Are you ready to be fit? Subscribe for updates and become your best today with BeFit!

We are always on the lookout for content creators and collaborators. We would love to put your content on our channel! Feel free to reach out to us in the comments, or even better @ lgbefit@gmail.com"
UC97k3hlbE-1rVN8y56zyEEA	We are your fitness community, empowering personalized solutions to transform your life.
UCBINFWq52ShSgUFEoynfSwg	POPSUGAR Fitness offers fresh fitness tutorials, workouts, and exercises that will help you on your road to healthy living, weight loss, and stress relief.  Check out Class FitSugar, our do-it-along-with-us real-time workout show hosted by Anna Renderer who will inspire you to sweat alongside fitness experts and Hollywood’s hottest celebrity trainers. Class FitSugar regularly covers the most buzzed-about workout classes and trends, including the Victoria's Secret workout, Tabata, P90X, Bar Method, and more.
UC7A0YD115qc_1UdfHqExPTw	"Canal Oficial 4FitClub Tv!
O maior canal fitness do Brasil.

Vídeos todos os dias

Vídeos de treinos, execução de movimentos, carga, séries, mitos e verdades.

Vídeos de dietas, como preparar, quais os ingredientes, o benefício na dieta e muita informação boa.

Contato: 4fitclub@gmail.com"
UCOiFUE8BrJaAje9IlSmzCtg	"We love to bring you joy with easy fitness choreography's for kids and adults! Free tutorials (step-by-step/paso-a-paso) you can find at our 2nd channel Thestarfactory - dancetutorials

Our danceschool has got 2 locations in The Netherlands (Woerden - Harmelen). We teach classes Zumba, XCO, Keepfit, Body&Balance, streetdance/hiphop. Demonstrationteams/Showteams in all ages.

DANCE*JUMP*SWEAT*ENJOY


www.thestarfactory.nl - www.saskiasdansschool.nl"
UCBlInd4cuySOHnqOYvhk7tw	www.theUrbanDanceCamp.com
UCAxtVn4eS0WSE5jaKK6qlVA	"Learn Anything on Mahalo.com!

Our ever-expanding library of how-to video tutorials gives you the ability to truly learn anything."
UCWN2FPlvg9r-LnUyepH9IaQ	"Free high quality Yoga Videos for the digital yogi age. 
Plus Pilates, Fitness, Vegan Food, Guided Meditations, and blogs for conscious mindful living too. 
Boho Beautiful is Juliana Spicoluk & Mark Spicoluk

If you are new to the  Boho Beautiful Yoga class library you will find everything from Beginner Yoga to Intermediate, Yin Yoga, Yoga Workouts, Hatha, Astanga Inspired, Morning Yoga, and so much more.

In our Pilates & Fitness videos you can access exactly what you need for any stage of fitness journey + every part of your body!

And make time and space for healthy vegan food videos, mindful meditations, & the reflections and experiences of our Boho Beautiful journey.



YOUR DECISIONS TODAY WILL DEFINE YOUR TOMORROW. 


***

All Business Inquiries:   business@bohobeautiful.life

YOU CAN SEND THINGS HERE:
Juliana Spicoluk & Mark Spicoluk
PO Box 2314
Sidney BC
V8L 3W6
Canada"
UCyqR7WkL8i1b6xtSssDmW9w	"Get early access to dances by clicking here: https://www.youtube.com/channel/UCyqR7WkL8i1b6xtSssDmW9w/join

BOOTIES AT ATTENTION!
Get ready to sweat yourself sexy with The Fitness Marshall!! 

Original Dance Workouts created by Caleb Marshall.

Choose your songs, make a playlist and dance along with Caleb to your own customized workout!
TWO Warm-Up Videos
EIGHT Main Workout Videos
ONE Cool Down video!

Each video is labeled in the description with the section it belongs in

Official ""Sweat Set"" playlist updated regularly to give you a fresh order/song selection so your booty never gets bored!

PO BOX 3289
North Hollywood, CA 91609"
UCgBTevPW8fsH4pQNrLufOsQ	"Share, ♡ Love, Inspire, Sweat!

Subscribe & Support as we show you how to :) TONE IT UP!

Also visit our site & community at http://www.ToneItUp.com

As seen in SELF, Women's Health, Shape Magazine, Triathlete, Glamour, the covers of Competitor, Runner's World & Triathlete and billboards across the world."
UCnnp2fWa77PP2h08T7WAzzw	"健身 格鬥者的天堂  成吉思汗健身俱樂部 進化綜合格鬥中心
https://www.facebook.com/mmagym.tw?ref=bookmarks

惡名昭彰 全新官網
https://www.notorious-npng.com"
UCUFgkRb0ZHc4Rpq15VRCICA	"We will continue to stand up for equality and work to break down barriers for athletes* all over the world. We will do and invest more to uphold longstanding commitment in supporting the Black community and partnering with world-class organizations dedicated to ensuring racial equality, social justice, and greater access to education. 

Black Lives Matter

For more information: https://go.nike.com/XzgyIjcJoXc"
UCN3ddwDWUTdvHEXsn5qAj4A	"Influenceur digital et professeur de hatha yoga, je partage mes astuces de vie
depuis 2011 ici, ainsi que sur mon blog et mes réseaux sociaux. 

En 2017, j’ai lancé mon programme fitness & lifestyle Get Green & Sexy que 
des milliers de femmes ont déjà entrepris de réaliser. 

J’enseigne également le yoga avec beaucoup de passion et d’amour à l’ocassion 
de rencontre ou de séminaire.

---------------------------------

Sans pensées ensoleillées, on vit dans le noir.

---------------------------------


◉ Instagram: #GeorgiaSecretsYt
✌ Blog: georgia-horackova.com
☾ Facebook: Georgiasecrets
◐  Email: georgiasecrets@hotmail.fr"
UCjwmbv6NE4mOh8Z8VhPUx1Q	"Welcome to my channel! I'm Rosanna Pansino and I really enjoy creating content on YouTube! 

FOLLOW ME HERE:
Website: http://www.RosannaPansino.com
Facebook: http://www.facebook.com/rosannapansino
Twitter: http://www.twitter.com/RosannaPansino
Instagram: http://instagram.com/RosannaPansino
Tiktok: rosannapansino
Pinterest: http://www.pinterest.com/RosannaPansino

Fan Mail:
Rosanna Pansino
9601 Wilshire Blvd
Beverly Hills, CA
90210

♥New Videos Every Week! Subscribe for more."
UCRIZtPl9nb9RiXc9btSTQNw	"Hello this is Chef John, and welcome to the Food Wishes channel, where the food is the star. Watch these fun-to-make, and easy-to-follow recipes, and you'll improve your culinary skills dramatically!

I post new videos on Tuesdays and Fridays (usually), so keep checking back! Even better, join the community of astonishingly amazing people who subscribe to my channel, so you don’t miss a thing.

For more, find all my recipes on Allrecipes.com (http://allrecipes.com/recipes/16791/everyday-cooking/special-collections/web-show-recipes/food-wishes/) and foodwishes.com, where I share the story, ingredients, and details that go along with these recipes. Not to mention lots of other fabulous fun for foodies!

Enjoy!"
UCJFp8uSYCjXOMnkUyb3CQ3Q	"Tasty
The official YouTube channel of all things Tasty, the world's largest food network. From recipes, world-class talent, and top-of-the-line cookware, we help connect food lovers in every way they interact with food.

Connect with Tasty:
Shop the NEW Tasty Merch: https://bzfd.it/shoptastyyoutube
Subscribe to Tasty Newsletters: https://bzfd.it/2SC4h0S
Like us on Facebook: http://www.facebook.com/buzzfeedtasty
Follow us on Instagram: https://www.instagram.com/buzzfeedtasty/
Follow us on Twitter: https://www.twitter.com/tasty
Check out our website: https://www.tasty.co/
Shop the Tasty Kitchenware line: https://t.co/0dPSuobra7"
UCpSgg_ECBj25s9moCDfSTsA	"We are all about beautiful recipes, expert tutorials, fresh talent, wonderful food and funny videos every week plus loads of your other favourite YouTubers dropping by to say hello. 
PLUS this channel is about you too. Tell us what you want to see, what's cool and how we can do better and we'll talk straight back. Get involved and subscribe for the latest!

 
Big Love

Jamie O. x

#FOODTUBE"
